Dias,Amostra
2020-01-01,0
2020-01-02,0.0259571406589442
2020-01-03,0.0266868085092934
2020-01-04,0.0278703509123526
2020-01-05,0.0294169929575798
2020-01-06,0.029511236434135
2020-01-07,0.0296054799106902
2020-01-08,0.0326045205245893
2020-01-09,0.0356035611384883
2020-01-10,0.0400619374530858
2020-01-11,0.0445203137676832
2020-01-12,0.0480473942075838
2020-01-13,0.0515744746474843
2020-01-14,0.0551015550873849
2020-01-15,0.0902588555985582
2020-01-16,0.106559000881576
2020-01-17,0.108902397919799
2020-01-18,0.113705515856446
2020-01-19,0.114936433795296
2020-01-20,0.116167351734146
2020-01-21,0.117398269672996
2020-01-22,0.139180441240377
2020-01-23,0.14615564289386
2020-01-24,0.153981066216445
2020-01-25,0.164475593385816
2020-01-26,0.182427537483682
2020-01-27,0.200379481581549
2020-01-28,0.218331425679416
2020-01-29,0.234030916847944
2020-01-30,0.252107644723117
2020-01-31,0.270537574137444
2020-02-01,0.289576617583367
2020-02-02,0.29503537909569
2020-02-03,0.300494140608013
2020-02-04,0.305952902120335
2020-02-05,0.313444158717254
2020-02-06,0.324340531949135
2020-02-07,0.335332079248453
2020-02-08,0.344344005945085
2020-02-09,0.356456492260882
2020-02-10,0.36856897857668
2020-02-11,0.380681464892475
2020-02-12,0.393472859555988
2020-02-13,0.405968157120809
2020-02-14,0.409298826485243
2020-02-15,0.412629495849678
2020-02-16,0.415960165214112
2020-02-17,0.419290834578547
2020-02-18,0.422621503942981
2020-02-19,0.440768026134275
2020-02-20,0.499816132551374
2020-02-21,0.511298355042812
2020-02-22,0.516333415706767
2020-02-23,0.521368476370723
2020-02-24,0.526403537034678
2020-02-25,0.544706567692423
2020-02-26,0.552336355431944
2020-02-27,0.559966143171465
2020-02-28,0.561288005219199
2020-02-29,0.562198151301132
2020-03-01,0.563108297383066
2020-03-02,0.564018443464999
2020-03-03,0.5687898367125
2020-03-04,0.571663036059454
2020-03-05,0.574536235406409
2020-03-06,0.606229199862881
2020-03-07,0.610114416793581
2020-03-08,0.613999633724281
2020-03-09,0.617884850654981
2020-03-10,0.62891658256055
2020-03-11,0.642532819141849
2020-03-12,0.681249629775161
2020-03-13,0.693002569613974
2020-03-14,0.706225420049867
2020-03-15,0.720040464683146
2020-03-16,0.748066055074384
2020-03-17,0.764497329072538
2020-03-18,0.805807104298684
2020-03-19,0.823414306774502
2020-03-20,0.836616007417631
2020-03-21,0.848978061288041
2020-03-22,0.887231691459826
2020-03-23,0.90114825509837
2020-03-24,0.922786608074958
2020-03-25,0.968580139367019
2020-03-26,0.98946978967977
2020-03-27,1
2020-03-28,1
2020-03-29,1
2020-03-30,1
2020-03-31,1
2020-04-01,1
2020-04-02,1
2020-04-03,1
2020-04-04,1
2020-04-05,1
2020-04-06,1
2020-04-07,1
2020-04-08,1
2020-04-09,1
2020-04-10,1
2020-04-11,1
2020-04-12,1
2020-04-13,1
2020-04-14,1
2020-04-15,1
2020-04-16,1
2020-04-17,1
2020-04-18,1
2020-04-19,1
2020-04-20,1
2020-04-21,1
2020-04-22,1
2020-04-23,1
2020-04-24,1
2020-04-25,1
2020-04-26,1
2020-04-27,1
2020-04-28,1
2020-04-29,1
2020-04-30,1
2020-05-01,1
2020-05-02,1
2020-05-03,1
2020-05-04,1
2020-05-05,1
2020-05-06,1
2020-05-07,1
2020-05-08,1
2020-05-09,1
2020-05-10,1
2020-05-11,1
2020-05-12,1
2020-05-13,1
2020-05-14,1
2020-05-15,1
2020-05-16,1
