Day,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample70,Sample71,Sample72,Sample73,Sample74,Sample75,Sample76
21,0.024615058,0.046,0.0362,0.017705119,0.0552,0.033460023,0.035777126,0.093587808,0.211329966,0.206154123,0.230632318,0.277296531,0.305561711,0.297628795,0.242565024,0.243098329,0.08792739,0.166717311,0.11951556,0.016148552,0.164241374,0.202968137,0.166088266,0.11739827,0.114487711,0.2454,0.038239515,0.040642164,0.043092745,0.03662202,0.036667511,0.039966139,0.037875209,0.039448359,0.043141288,0.042376652,0.028716338,0.038129245,0.039760567,0.036249369,0.040106248,0.042290393,0.040289446,0.020095323,0.052024248,0.049490783,0.054728478,0.030141544,0.028374157,0.021121804,0.030294775,0.027632027,0.052214791,0.052782658,0.036917777,0.05503366,0.034579004,0.035077642,0.034598595,0.030223105,0.033893969,0.03002474,0.03424265,0.029053111,0.025695148,0.030031049,0.022910709,0.035412413,0.034628512,0.029549366,0.035292185,0.023122022,0.035321121,0.028729889,0.025162566,0.034741495
22,0.028335109,0.0498,0.0402,0.02168765,0.0599,0.038455849,0.040906875,0.097844678,0.210304082,0.204223477,0.250809035,0.293873437,0.320138723,0.321538649,0.257608677,0.286873805,0.095798539,0.182034243,0.130455274,0.019947957,0.180583214,0.277595619,0.246992805,0.139180441,0.149262452,0.2598,0.042093835,0.044442164,0.046952077,0.040591876,0.040634117,0.043766139,0.041841021,0.043248359,0.046941288,0.046250598,0.032459183,0.042089872,0.043560567,0.040248361,0.043906248,0.0461661,0.044710504,0.024132891,0.056664837,0.054081536,0.059419657,0.034362048,0.032560842,0.025183009,0.03451821,0.031816295,0.056858945,0.057436402,0.041267944,0.059730477,0.038893233,0.0394012,0.038913191,0.034798738,0.038914876,0.034580582,0.03928371,0.03357162,0.029849953,0.034587521,0.026756795,0.040521082,0.039691874,0.034121625,0.040393906,0.026998128,0.040424514,0.033156546,0.029259686,0.039811387
23,0.032336693,0.0546,0.0449,0.026794092,0.065,0.043617229,0.046221104,0.101278047,0.208936237,0.205182728,0.263697246,0.306361669,0.335960113,0.333560239,0.274763331,0.316961112,0.103765419,0.197898165,0.141851727,0.024395147,0.197454107,0.291515929,0.248473979,0.146155643,0.162069599,0.2847,0.046283957,0.048629839,0.051722411,0.045186371,0.045217239,0.047876555,0.046558115,0.0472996,0.051414578,0.051013625,0.036460316,0.046809559,0.047647489,0.044948865,0.048032677,0.050928246,0.049756771,0.029156777,0.061753392,0.059182517,0.064517958,0.039466353,0.037665451,0.030171441,0.03962249,0.036816948,0.061948187,0.062536817,0.046371086,0.064830506,0.043918921,0.044428685,0.04393895,0.040199472,0.044104881,0.039984405,0.044496717,0.038874778,0.035261141,0.039991246,0.032271421,0.045811253,0.044930333,0.039408817,0.045676145,0.032492098,0.045708662,0.038580537,0.034688009,0.0450573
24,0.045881926,0.0585,0.0494,0.042719957,0.0704,0.059268406,0.062808705,0.107992754,0.206617311,0.236097347,0.278485357,0.323549655,0.358481151,0.35508133,0.298950948,0.341115398,0.115092357,0.245100239,0.175516013,0.039936449,0.241753427,0.316452677,0.268514156,0.153981066,0.177337673,0.3301,0.050783957,0.052989082,0.055800406,0.049686371,0.049717239,0.052293743,0.050955551,0.051761169,0.05555961,0.055135463,0.047426669,0.051191442,0.052082297,0.049445842,0.052437855,0.055055365,0.05986708,0.045176993,0.068156626,0.066185254,0.070066914,0.051900965,0.050596217,0.046232175,0.052014085,0.050925791,0.068291228,0.068615433,0.056903419,0.070277202,0.055833184,0.056185425,0.055847023,0.057112687,0.059931431,0.05690925,0.060464181,0.055199397,0.052098907,0.056915721,0.049613338,0.06225146,0.061053739,0.055657601,0.062067764,0.049723077,0.062111975,0.055581294,0.051607161,0.061226366
25,0.050428265,0.0629,0.0534,0.049164699,0.0753,0.066079399,0.069809168,0.384385283,0.207482901,0.243856358,0.305383943,0.33694895,0.374280321,0.375546921,0.323749644,0.35951443,0.119053986,0.264314441,0.1880967,0.045526604,0.258459725,0.340922369,0.291860487,0.164475593,0.179548336,0.3604,0.054856796,0.057159461,0.060081743,0.053701443,0.053733936,0.056435149,0.055023927,0.055880384,0.059837094,0.059387571,0.051845753,0.055270186,0.056214893,0.053447857,0.056585266,0.059303953,0.065246802,0.05132689,0.073158801,0.071320467,0.074982084,0.057833341,0.056601408,0.05225545,0.057940149,0.056712743,0.073287272,0.073615024,0.062556623,0.075184055,0.061396629,0.061732828,0.061409838,0.063647865,0.066777908,0.06342781,0.067339169,0.061639405,0.058256235,0.063434809,0.055535924,0.0692221,0.067960279,0.062139385,0.069028573,0.055663793,0.06907515,0.061991379,0.057719655,0.068142145
26,0.051958202,0.064333333,0.0549,0.05163468,0.076733333,0.068524963,0.072348479,0.394892321,0.208149013,0.24438253,0.326671713,0.35550353,0.396101395,0.388501795,0.338704413,0.369669452,0.120361313,0.27078117,0.192758391,0.047510285,0.264036329,0.374171366,0.322167254,0.182427537,0.193563105,0.366666667,0.056138277,0.0584142,0.061534854,0.055156227,0.055183846,0.057667354,0.056512531,0.057095329,0.061175137,0.060845553,0.053281622,0.056757062,0.057440245,0.054947522,0.057822141,0.060762521,0.067021819,0.053627827,0.074664908,0.072911647,0.076426223,0.059959484,0.058776415,0.054483791,0.060062055,0.058777812,0.074789013,0.075115192,0.064495418,0.076621987,0.063302504,0.063627276,0.063315264,0.065962771,0.069241029,0.065734701,0.069816398,0.063906961,0.060388151,0.065741955,0.057555377,0.071746656,0.070453119,0.064426986,0.071548265,0.057691772,0.071596012,0.064245952,0.059830059,0.070639556
27,0.053488139,0.065766667,0.0564,0.054104662,0.078166667,0.070970528,0.074887791,0.405399359,0.208815125,0.244908702,0.347959482,0.37405811,0.41792247,0.401456669,0.353659183,0.379824473,0.121668641,0.277247899,0.197420081,0.049493966,0.269612933,0.407420363,0.352474022,0.200379482,0.207577874,0.372933333,0.057419758,0.059668938,0.062987964,0.05661101,0.056633755,0.058899559,0.058001135,0.058310275,0.06251318,0.062303535,0.05471749,0.058243938,0.058665598,0.056447186,0.059059016,0.06222109,0.068796835,0.055928765,0.076171016,0.074502827,0.077870361,0.062085627,0.060951422,0.056712132,0.062183961,0.06084288,0.076290754,0.076615359,0.066434213,0.07805992,0.065208378,0.065521724,0.065220689,0.068277676,0.071704151,0.068041591,0.072293627,0.066174516,0.062520068,0.0680491,0.05957483,0.074271212,0.072945959,0.066714587,0.074067956,0.059719752,0.074116874,0.066500525,0.061940463,0.073136968
28,0.055018076,0.0672,0.0579,0.056574643,0.0796,0.073416092,0.077427103,0.415906397,0.209481237,0.245434873,0.369247252,0.39261269,0.439743545,0.414411544,0.368613952,0.389979495,0.122975969,0.283714628,0.202081771,0.051477648,0.275189537,0.44066936,0.38278079,0.218331426,0.221592643,0.3792,0.058701238,0.060923677,0.064441075,0.058065794,0.058083665,0.060131763,0.059489739,0.05952522,0.063851223,0.063761517,0.056153359,0.059730814,0.05989095,0.05794685,0.060295891,0.063679659,0.070571852,0.058229702,0.077677123,0.076094008,0.0793145,0.064211769,0.063126428,0.058940473,0.064305867,0.062907948,0.077792495,0.078115526,0.068373009,0.079497852,0.067114253,0.067416172,0.067126115,0.070592582,0.074167272,0.070348482,0.074770856,0.068442071,0.064651984,0.070356246,0.061594284,0.076795768,0.075438799,0.069002187,0.076587648,0.061747732,0.076637737,0.068755098,0.064050866,0.075634379
29,0.059718502,0.0704,0.0624,0.06449808,0.084,0.081400571,0.085638117,0.422443734,0.216181542,0.262774259,0.397090232,0.407189701,0.453720588,0.434254945,0.390123932,0.403889875,0.127038809,0.303706931,0.220494666,0.058094789,0.294599882,0.465606108,0.3940442,0.234030917,0.235573646,0.4008,0.062909879,0.064812542,0.068026731,0.062505505,0.062516878,0.064107545,0.063767518,0.063567574,0.067418771,0.067442165,0.060682599,0.063974894,0.063893163,0.062440301,0.064253659,0.06737175,0.0761336,0.065579176,0.08232456,0.081030509,0.083751238,0.070966541,0.070047284,0.066043456,0.07104624,0.069455892,0.082425086,0.082742687,0.07449101,0.083913483,0.073120927,0.073383995,0.073131263,0.077969447,0.082194177,0.077695555,0.082831849,0.075717663,0.071387422,0.077704267,0.067872913,0.084971125,0.083537517,0.076357606,0.084751251,0.068069261,0.084804168,0.0759077,0.070700634,0.083744143
30,0.064553962,0.075,0.0671,0.07255655,0.0886,0.089825293,0.094308042,0.440066671,0.219665273,0.344359225,0.418577991,0.41961127,0.456542662,0.437876977,0.403612112,0.416711423,0.131242507,0.323704714,0.238145899,0.066025071,0.313751578,0.483657159,0.41613856,0.252107645,0.251334302,0.425,0.067464199,0.069336001,0.072656397,0.067175361,0.067183484,0.068621347,0.068450424,0.068073979,0.071977933,0.072079138,0.065422416,0.068655207,0.068404028,0.067139797,0.068769462,0.072009603,0.082319286,0.073724134,0.08726229,0.086157119,0.088401383,0.077877895,0.077121658,0.074225556,0.077943459,0.076987651,0.087342552,0.087565659,0.080777334,0.088528826,0.079913899,0.080123938,0.079922151,0.085651666,0.09066482,0.085342498,0.091339391,0.083294084,0.078317457,0.085352331,0.074254723,0.093602455,0.092085892,0.084029552,0.093369858,0.074503987,0.093425838,0.083324371,0.07752815,0.092304474
31,0.090169453,0.0795,0.0723,0.116331994,0.0934,0.1363171,0.142117194,0.443753426,0.225980872,0.346289871,0.442443403,0.43014405,0.465275536,0.446876503,0.417478049,0.426644234,0.152062764,0.420562208,0.335905913,0.110044683,0.40069252,0.499789217,0.438827552,0.270537574,0.271025688,0.4439,0.07237284,0.074065623,0.077364058,0.072315072,0.072316697,0.073379941,0.073530766,0.072854764,0.076600449,0.076837948,0.085103217,0.073717404,0.073171432,0.072336271,0.073522052,0.076774575,0.104240494,0.11738164,0.095708883,0.096891776,0.093742813,0.108725835,0.109806775,0.117832414,0.108632119,0.113442881,0.095570351,0.094878455,0.104581469,0.093501734,0.108392186,0.108029658,0.108377942,0.12676556,0.137403338,0.126217266,0.138276145,0.123902132,0.114442218,0.126234705,0.106553673,0.141204256,0.139242021,0.12530016,0.140903306,0.107193314,0.140975736,0.122638223,0.112941851,0.139524838
32,0.095299396,0.0839,0.077,0.125130554,0.0984,0.145732182,0.151814716,0.456448022,0.248999144,0.350479008,0.457664825,0.436099292,0.473830642,0.44743203,0.430699576,0.440532393,0.156322547,0.440300194,0.355237765,0.118879867,0.420596646,0.513406618,0.459609397,0.289576618,0.286444714,0.4596,0.07714568,0.078771785,0.081853055,0.077030144,0.077033394,0.078124733,0.078179484,0.077629143,0.081163804,0.081348867,0.09013909,0.078358346,0.077927971,0.07703476,0.078258838,0.081288134,0.110890069,0.126140886,0.101060221,0.10247017,0.098794978,0.116264476,0.117524467,0.126574777,0.116155236,0.121492762,0.100900609,0.100123352,0.111433618,0.098518586,0.115673514,0.115255821,0.115657103,0.135094071,0.146871315,0.134496882,0.147786625,0.132119195,0.12174642,0.134515876,0.11307975,0.150857322,0.148799534,0.13365213,0.150541716,0.113798012,0.150617674,0.130598671,0.12010127,0.149096123
33,0.097015729,0.083966667,0.077066667,0.128090105,0.098433333,0.148913519,0.155096519,0.45801901,0.251414246,0.351474687,0.512995249,0.445432135,0.482096874,0.458764767,0.436032629,0.452598425,0.157789427,0.446896392,0.361803879,0.12205103,0.427337166,0.530804467,0.470405751,0.295035379,0.286619502,0.459766667,0.077188066,0.078812938,0.081919722,0.077091787,0.077094495,0.078162667,0.078246151,0.077664612,0.081216858,0.081415534,0.091375584,0.078425012,0.077964926,0.077101426,0.078297439,0.081354801,0.112200536,0.129079471,0.101365567,0.102949069,0.098868698,0.11825345,0.119651374,0.129504358,0.118132251,0.123887376,0.101189634,0.100345343,0.112893753,0.098564901,0.117473098,0.117012696,0.117455009,0.137910377,0.150071468,0.137296562,0.151001895,0.134894892,0.124213028,0.137316086,0.115283184,0.154123312,0.152031536,0.136473505,0.153802494,0.116027772,0.153879706,0.133289826,0.122518856,0.152333023
34,0.098732061,0.084033333,0.077133333,0.131049657,0.098466667,0.152094856,0.158378323,0.459589998,0.253829348,0.352470366,0.568325673,0.454764978,0.490363106,0.470097505,0.441365682,0.464664457,0.159256307,0.453492589,0.368369992,0.125222194,0.434077685,0.548202316,0.481202104,0.300494141,0.286794289,0.459933333,0.077230453,0.078854091,0.081986389,0.07715343,0.077155596,0.078200601,0.078312817,0.07770008,0.081269911,0.081482201,0.092612078,0.078491679,0.078001881,0.077168093,0.07833604,0.081421467,0.113511004,0.132018056,0.101670913,0.103427967,0.098942419,0.120242424,0.12177828,0.132433939,0.120109266,0.12628199,0.10147866,0.100567333,0.114353888,0.098611216,0.119272683,0.11876957,0.119252916,0.140726683,0.15327162,0.140096243,0.154217166,0.137670588,0.126679636,0.140116295,0.117486619,0.157389302,0.155263537,0.13929488,0.157063271,0.118257533,0.157141737,0.135980982,0.124936441,0.155569923
35,0.100448393,0.0841,0.0772,0.134009208,0.0985,0.155276193,0.161660126,0.461160986,0.25624445,0.353466045,0.623656097,0.46409782,0.498629338,0.481430242,0.446698735,0.476730489,0.160723187,0.460088786,0.374936105,0.128393357,0.440818204,0.565600165,0.491998458,0.305952902,0.286969076,0.4601,0.07727284,0.078895245,0.082053055,0.077215072,0.077216697,0.078238535,0.078379484,0.077735548,0.081322965,0.081548867,0.093848572,0.078558346,0.078038836,0.07723476,0.078374641,0.081488134,0.114821472,0.134956641,0.101976259,0.103906866,0.09901614,0.122231398,0.123905186,0.13536352,0.122086282,0.128676604,0.101767686,0.100789323,0.115814024,0.098657531,0.121072267,0.120526445,0.121050822,0.143542989,0.156471773,0.142895924,0.157432437,0.140446284,0.129146244,0.142916504,0.119690054,0.160655292,0.158495538,0.142116255,0.160324048,0.120487294,0.160403769,0.138672138,0.127354027,0.158806823
36,0.115860984,0.0878,0.0814,0.160610772,0.1019,0.183873825,0.191219227,0.466773467,0.265017895,0.356222376,0.650543572,0.482252421,0.511917528,0.49318518,0.465186652,0.494751764,0.173806169,0.520689401,0.432829162,0.156899427,0.49971937,0.58880745,0.502038007,0.313444159,0.288385251,0.4735,0.081181481,0.082671785,0.085901385,0.081354784,0.08134991,0.082024733,0.082494014,0.081529143,0.085063804,0.085433732,0.105950305,0.082659915,0.081827971,0.081432241,0.082158838,0.0853774,0.128332295,0.161369504,0.107529732,0.110839689,0.102735878,0.14113739,0.143904825,0.161695345,0.140897456,0.150770404,0.107191951,0.105685157,0.130526932,0.102160461,0.138455332,0.137571384,0.138420603,0.168889399,0.185249468,0.168091874,0.186354816,0.16539315,0.151311312,0.168117241,0.139490055,0.190063057,0.187578028,0.167474227,0.189681925,0.140520737,0.189773653,0.162885952,0.149077894,0.187936195
37,0.120987047,0.0918,0.0857,0.169466492,0.1051,0.193394902,0.201079883,0.473298135,0.273021927,0.360253661,0.666587173,0.502762454,0.532360898,0.505029001,0.478297074,0.509662091,0.178669028,0.540940211,0.453305603,0.166389983,0.520105522,0.613744198,0.502669398,0.324340532,0.29268939,0.4931,0.085408641,0.086824866,0.089990382,0.085639711,0.085633213,0.086197129,0.086742732,0.085716333,0.089145481,0.089544651,0.110812339,0.086900856,0.086006241,0.08573073,0.08632723,0.089490959,0.133985373,0.170162325,0.111252205,0.114900866,0.106013452,0.148117203,0.15115123,0.170461152,0.147854156,0.158505875,0.110883076,0.109249789,0.136484619,0.105385551,0.14504789,0.144081907,0.145009937,0.177338087,0.194834141,0.176490133,0.195990589,0.173697305,0.158688201,0.176517103,0.146079752,0.199870263,0.197270351,0.175915417,0.199471512,0.147187084,0.19956748,0.170955027,0.156307717,0.197645076
38,0.121035168,0.0955,0.0896,0.179153124,0.1086,0.202947241,0.211192103,0.488108497,0.280769489,0.367235557,0.675720026,0.512261954,0.539727177,0.512261954,0.488463206,0.521761455,0.183582493,0.560970871,0.4739229,0.179531583,0.540538701,0.632817358,0.513906861,0.335332079,0.294151248,0.5101,0.089308641,0.090677947,0.093749714,0.089539711,0.089533213,0.090069526,0.090608544,0.089603523,0.092927159,0.093318597,0.111958666,0.090761484,0.08988451,0.089629722,0.090195623,0.093266665,0.140245513,0.1798922,0.115340079,0.119342883,0.109600737,0.155751832,0.159077477,0.180209599,0.155463502,0.16710907,0.114935678,0.113148649,0.143001174,0.108912997,0.152365108,0.15130682,0.152323529,0.185078047,0.204491334,0.184145366,0.205732034,0.181200962,0.16463081,0.184175032,0.150696407,0.209894358,0.207105031,0.183649773,0.209466555,0.1519335,0.209569515,0.178057198,0.162002739,0.207507056
39,0.121077926,0.099,0.0928,0.188834392,0.112,0.212518634,0.221421719,0.578262936,0.302280994,0.400748655,0.692008059,0.531949808,0.550682156,0.524083555,0.502284701,0.539982719,0.188862445,0.580826507,0.494635929,0.193412531,0.560795529,0.640058424,0.523120412,0.344344006,0.292931709,0.5237,0.09272716,0.094177947,0.097160717,0.092784928,0.092783303,0.093569526,0.093859826,0.093103523,0.096427159,0.096707678,0.112987116,0.094020543,0.09338451,0.092831233,0.093695623,0.096653106,0.146493222,0.189683543,0.119346604,0.12369931,0.113090791,0.163349708,0.166971432,0.190048214,0.163035709,0.17577417,0.118905811,0.11695361,0.149463874,0.112340863,0.159703432,0.158549911,0.159658111,0.192190335,0.214185999,0.191146317,0.215525749,0.18805023,0.169405883,0.191179524,0.153704437,0.220020369,0.217008358,0.190805575,0.219558413,0.155119167,0.219669593,0.184331383,0.16644884,0.217442479
40,0.121112773,0.100266667,0.0941,0.192069867,0.1132,0.21570731,0.224826,0.590248054,0.305668548,0.405399204,0.749182831,0.553193136,0.563925905,0.536194029,0.52186145,0.562026004,0.190669381,0.587401753,0.501542099,0.199413203,0.567583075,0.654498249,0.553323389,0.356456492,0.303132935,0.529,0.09407572,0.095521154,0.098437272,0.094094976,0.094094434,0.09492239,0.095154128,0.094463784,0.097734664,0.097986669,0.113401678,0.095313981,0.094740312,0.094131065,0.095046487,0.09793239,0.148607755,0.192942606,0.120741387,0.125209245,0.114319712,0.16591005,0.16962772,0.193317407,0.165587732,0.178665041,0.120288908,0.11828484,0.151656356,0.113549893,0.162168213,0.160984108,0.16212169,0.19527545,0.217415054,0.194220033,0.218787249,0.191017577,0.172204581,0.194253602,0.156369339,0.223390714,0.220305762,0.193797845,0.222917571,0.157788634,0.223031443,0.187330688,0.16922079,0.220750396
41,0.121147621,0.101533333,0.0954,0.195305343,0.1144,0.218895987,0.228230282,0.602233172,0.309056103,0.410049754,0.806357602,0.574436463,0.577169653,0.548304504,0.541438198,0.58406929,0.192476317,0.593976999,0.508448269,0.205413875,0.574370621,0.668938075,0.583526367,0.368568979,0.313334162,0.5343,0.09542428,0.096864362,0.099713827,0.095405024,0.095405566,0.096275255,0.09644843,0.095824046,0.09904217,0.09926566,0.113816239,0.096607418,0.096096113,0.095430897,0.09639735,0.099211675,0.150722288,0.196201669,0.122136171,0.12671918,0.115548633,0.168470393,0.172284008,0.1965866,0.168139756,0.181555912,0.121672005,0.119616069,0.153848839,0.114758923,0.164632994,0.163418305,0.16458527,0.198360565,0.220644109,0.197293748,0.222048748,0.193984923,0.175003279,0.19732768,0.15903424,0.226761059,0.223603166,0.196790115,0.226276729,0.160458101,0.226393294,0.190329994,0.17199274,0.224058312
42,0.121182468,0.1028,0.0967,0.198540818,0.1156,0.222084664,0.231634563,0.61421829,0.312443657,0.414700303,0.863532374,0.595679791,0.590413401,0.560414978,0.561014947,0.606112575,0.194283254,0.600552245,0.515354438,0.211414546,0.581158167,0.6833779,0.613729344,0.380681465,0.323535388,0.5396,0.09677284,0.098207569,0.100990382,0.096715072,0.096716697,0.09762812,0.097742732,0.097184307,0.100349675,0.100544651,0.1142308,0.097900856,0.097451915,0.09673073,0.097748213,0.100490959,0.152836821,0.199460732,0.123530954,0.128229115,0.116777553,0.171030735,0.174940296,0.199855792,0.17069178,0.184446784,0.123055101,0.120947299,0.156041321,0.115967953,0.167097775,0.165852502,0.167048849,0.20144568,0.223873164,0.200367464,0.225310248,0.196952269,0.177801977,0.200401758,0.161699141,0.230131404,0.226900569,0.199782385,0.229635887,0.163127568,0.229755145,0.1933293,0.17476469,0.227366229
43,0.127761211,0.1029,0.0968,0.214587154,0.1157,0.250839915,0.261637329,0.650946468,0.323610832,0.427680558,0.88159809,0.613078876,0.610145697,0.572147695,0.572747663,0.622511713,0.210020609,0.659610519,0.576984892,0.239821859,0.642034462,0.708314648,0.643607977,0.39347286,0.334958139,0.54,0.09694568,0.098384109,0.101090382,0.096830144,0.096833394,0.097814318,0.097842732,0.097377902,0.100490514,0.100644651,0.118990904,0.098000856,0.097641049,0.09683073,0.097932409,0.100590959,0.163959425,0.221321396,0.125978624,0.130757209,0.117226125,0.181787938,0.186449157,0.224213439,0.181383815,0.204926365,0.125361912,0.122075379,0.163916635,0.116138696,0.182441815,0.180827925,0.182378406,0.223779362,0.252862049,0.22242724,0.254486861,0.218866764,0.194503977,0.222470246,0.173935745,0.259937811,0.256284928,0.222467205,0.259377564,0.175835358,0.2595124,0.213601124,0.190639974,0.256811418
44,0.131004786,0.1069,0.101,0.220425008,0.1195,0.260389115,0.27162148,0.758255082,0.401460466,0.544369279,0.897063944,0.627211466,0.62961134,0.58428039,0.585213674,0.64711042,0.216490275,0.679572845,0.597578982,0.249450413,0.663055476,0.733251396,0.673378495,0.405968157,0.347723576,0.5478,0.101,0.102384109,0.105149714,0.101,0.101,0.101814318,0.102008544,0.101377902,0.104490514,0.104718597,0.122450143,0.102161484,0.101641049,0.101029722,0.101932409,0.104666665,0.169908914,0.228983353,0.130236437,0.134867506,0.121094099,0.18694987,0.191707147,0.232658764,0.186537419,0.212700534,0.129592257,0.126006762,0.168710278,0.119947737,0.189214515,0.187528742,0.189148282,0.231216725,0.262492706,0.229773643,0.26418297,0.226152253,0.200064571,0.229819542,0.178020019,0.2698535,0.266053469,0.230007607,0.269270685,0.180074207,0.269410953,0.220353775,0.195926995,0.266601167
45,0.131472966,0.10784,0.10184,0.222973494,0.12024,0.264839665,0.276160468,0.761896227,0.404807413,0.549265106,0.902672538,0.630513515,0.63236675,0.587569106,0.588542388,0.650105818,0.217785304,0.683575432,0.601816223,0.252163712,0.667283193,0.736441932,0.675030923,0.409298826,0.350470121,0.5505,0.101854568,0.103262877,0.106060048,0.101843014,0.101843339,0.102685359,0.102865638,0.102243026,0.105397843,0.105621624,0.123030035,0.10302117,0.102509741,0.101870226,0.102805052,0.105568812,0.17211578,0.232507577,0.13128886,0.135882878,0.121880486,0.188898511,0.193741035,0.236602022,0.18847867,0.216152606,0.130625934,0.126863358,0.170332082,0.12069576,0.19198316,0.190248332,0.191915,0.234216913,0.266959819,0.232718871,0.268663391,0.229167544,0.201986229,0.232766519,0.17899423,0.274378568,0.270548617,0.23318452,0.273791164,0.181157839,0.273932536,0.222940251,0.197675199,0.271100628
46,0.131941145,0.10878,0.10268,0.22552198,0.12098,0.269290215,0.280699456,0.765537372,0.408154359,0.554160932,0.908281132,0.633815563,0.635122161,0.590857822,0.591871102,0.653101216,0.219080333,0.687578018,0.606053464,0.254877011,0.671510909,0.739632469,0.676683351,0.412629496,0.353216666,0.5532,0.102709136,0.104141644,0.106970382,0.102686029,0.102686679,0.103556401,0.103722732,0.10310815,0.106305172,0.106524651,0.123609926,0.103880856,0.103378434,0.10271073,0.103677695,0.106470959,0.174322645,0.236031801,0.132341283,0.13689825,0.122666873,0.190847153,0.195774923,0.24054528,0.19041992,0.219604679,0.131659612,0.127719953,0.171953886,0.121443783,0.194751805,0.192967922,0.194681718,0.237217101,0.271426932,0.2356641,0.273143812,0.232182835,0.203907886,0.235713495,0.179968441,0.278903636,0.275043766,0.236361433,0.278311643,0.182241472,0.278454119,0.225526728,0.199423404,0.275600088
47,0.132409325,0.10972,0.10352,0.228070466,0.12172,0.273740766,0.285238444,0.769178517,0.411501306,0.559056759,0.913889726,0.637117612,0.637877572,0.594146538,0.595199816,0.656096614,0.220375362,0.691580605,0.610290706,0.25759031,0.675738626,0.742823005,0.678335779,0.415960165,0.355963211,0.5559,0.103563704,0.105020412,0.107880717,0.103529043,0.103530018,0.104427442,0.104579826,0.103973275,0.107212501,0.107427678,0.124189817,0.104740543,0.104247126,0.103551233,0.104550338,0.107373106,0.17652951,0.239556025,0.133393706,0.137913622,0.123453261,0.192795794,0.19780881,0.244488537,0.192361171,0.223056751,0.13269329,0.128576548,0.17357569,0.122191806,0.197520451,0.195687513,0.197448436,0.240217289,0.275894045,0.238609328,0.277624234,0.235198127,0.205829544,0.238660472,0.180942653,0.283428704,0.279538914,0.239538347,0.282832122,0.183325104,0.282975703,0.228113204,0.201171608,0.280099549
48,0.132877504,0.11066,0.10436,0.230618952,0.12246,0.278191316,0.289777432,0.772819661,0.414848252,0.563952585,0.91949832,0.64041966,0.640632982,0.597435254,0.59852853,0.659092012,0.221670391,0.695583191,0.614527947,0.260303609,0.679966342,0.746013542,0.679988207,0.419290835,0.358709756,0.5586,0.104418272,0.10589918,0.108791051,0.104372058,0.104373357,0.105298484,0.10543692,0.104838399,0.10811983,0.108330705,0.124769708,0.105600229,0.105115818,0.104391737,0.105422981,0.108275253,0.178736376,0.243080249,0.134446129,0.138928994,0.124239648,0.194744436,0.199842698,0.248431795,0.194302422,0.226508824,0.133726968,0.129433144,0.175197495,0.122939829,0.200289096,0.198407103,0.200215154,0.243217477,0.280361158,0.241554557,0.282104655,0.238213418,0.207751202,0.241607449,0.181916864,0.287953772,0.284034063,0.24271526,0.287352601,0.184408736,0.287497286,0.230699681,0.202919813,0.28459901
49,0.133345683,0.1116,0.1052,0.233167439,0.1232,0.282641867,0.29431642,0.776460806,0.418195199,0.568848412,0.925106914,0.643721709,0.643388393,0.60072397,0.601857244,0.66208741,0.22296542,0.699585778,0.618765189,0.263016909,0.684194058,0.749204078,0.681640635,0.422621504,0.361456301,0.5613,0.10527284,0.106777947,0.109701385,0.105215072,0.105216697,0.106169526,0.106294014,0.105703523,0.109027159,0.109233732,0.125349599,0.106459915,0.10598451,0.105232241,0.106295623,0.1091774,0.180943241,0.246604473,0.135498553,0.139944366,0.125026035,0.196693077,0.201876586,0.252375053,0.196243672,0.229960896,0.134760646,0.130289739,0.176819299,0.123687852,0.203057741,0.201126694,0.202981872,0.246217664,0.284828271,0.244499786,0.286585076,0.241228709,0.209672859,0.244554425,0.182891075,0.292478839,0.288529211,0.245892173,0.29187308,0.185492369,0.29201887,0.233286157,0.204668017,0.289098471
50,0.135687322,0.1152,0.1085,0.239427964,0.1269,0.291923965,0.304071877,0.791017783,0.438039643,0.597990236,0.930017767,0.658698699,0.663298457,0.616900897,0.615967613,0.676931074,0.229671674,0.719874945,0.640182505,0.272677466,0.706026287,0.770400991,0.702917647,0.440768026,0.381370144,0.5721,0.1085,0.110071785,0.113212387,0.1085,0.1085,0.109424733,0.109645296,0.108929143,0.112463804,0.112722813,0.127935964,0.109818973,0.109227971,0.108533752,0.109558838,0.11266384,0.186859073,0.254449295,0.139670496,0.144034249,0.128796107,0.202104319,0.207408523,0.260900257,0.201644451,0.237757725,0.138904273,0.134154819,0.181767792,0.127399212,0.209822192,0.207817043,0.209743411,0.253534485,0.29419902,0.251729508,0.296027056,0.248365244,0.215174525,0.251786918,0.186997197,0.30215979,0.298050019,0.253270316,0.301529469,0.189741274,0.30168117,0.239947342,0.209910388,0.29864236
