Day,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample70,Sample71,Sample72,Sample73,Sample74,Sample75,Sample76
81,0.158802203,0.2137,0.204,0.338369045,0.2312,0.431109945,0.452740239,1.0,1.0,0.871376976,1.0,1.0,1.0,0.976948632,1.0,1.0,0.715620749,1.0,1.0,0.497914157,1.0,1.0,1.0,0.848978061,0.870190821,0.9063,0.203490121,0.205739786,0.210822411,0.203894495,0.203883122,0.204735407,0.205658115,0.203966133,0.20945277,0.210113625,0.171488938,0.205909559,0.204429985,0.204048865,0.204943569,0.210028246,0.293379271,0.360081374,0.244443369,0.247518264,0.233166317,0.302822864,0.307874465,0.369405808,0.302384896,0.346162627,0.243648774,0.238109323,0.283454823,0.231675438,0.317192681,0.315113284,0.317110983,0.425461165,0.435160855,0.424486875,0.438415815,0.413432675,0.399963012,0.424517864,0.389545668,0.44933562,0.442017856,0.415423281,0.448213285,0.389641532,0.4484834,0.418127097,0.397826687,0.443072564
82,0.156958739,0.2171,0.2069,0.347293365,0.2347,0.449227169,0.472499363,1.0,1.0,0.872214804,1.0,1.0,1.0,0.98301498,1.0,1.0,0.873110339,1.0,1.0,0.563772221,1.0,1.0,1.0,0.887231691,0.899751735,0.9153,0.20675432,0.209139786,0.214074082,0.206869856,0.206866606,0.208135407,0.208643585,0.207366133,0.21285277,0.21332876,0.171140434,0.208907989,0.207829985,0.206951384,0.208343569,0.213238981,0.300000737,0.370067133,0.2486082,0.251844207,0.236765028,0.309948028,0.315255314,0.379847406,0.309487892,0.355433874,0.247773715,0.241959036,0.289599681,0.235199502,0.325009605,0.32282582,0.324923806,0.445066927,0.453585573,0.44408716,0.457087609,0.432039031,0.418942075,0.444118323,0.408949515,0.468836308,0.460963072,0.433974557,0.46762878,0.408906192,0.467919399,0.437691628,0.416864862,0.46209784
83,0.15608991,0.2196,0.2105,0.349733005,0.2382,0.453443127,0.477225696,1.0,1.0,0.872214804,1.0,1.0,1.0,1.0,1.0,1.0,0.937535164,1.0,1.0,0.566987092,1.0,1.0,1.0,0.901148255,0.910264798,0.9265,0.21035432,0.212481732,0.216900406,0.210469856,0.210466606,0.211583585,0.212055551,0.210895676,0.215801996,0.216235463,0.171545709,0.212291442,0.211310467,0.210545842,0.21176973,0.216155365,0.302908811,0.372325935,0.251982128,0.25518275,0.24024631,0.312739371,0.317996676,0.382028547,0.312283569,0.357839469,0.251155207,0.245390673,0.292582657,0.238694798,0.327690985,0.325526995,0.327605963,0.451219479,0.457897114,0.45029065,0.461475952,0.437814539,0.425905924,0.450320192,0.416979818,0.473482308,0.465436406,0.439574447,0.472248298,0.416780638,0.47254529,0.444227623,0.424017186,0.466596061
84,0.157788908,0.2254,0.2172,0.352750508,0.2453,0.458999971,0.483629116,1.0,1.0,0.874728286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.574820798,1.0,1.0,1.0,0.922786608,0.934637704,0.9467,0.21712716,0.219047137,0.222967399,0.217184928,0.217183303,0.218245565,0.218601706,0.217631625,0.222010384,0.222368219,0.174699051,0.218814266,0.218001815,0.217241309,0.218411694,0.222296043,0.308344378,0.375543932,0.258727625,0.261661122,0.247293675,0.31711097,0.322175839,0.385332646,0.316671852,0.361862115,0.257921975,0.252227469,0.297692062,0.245776686,0.332489107,0.330380779,0.332406272,0.465081515,0.463612504,0.464419075,0.467318736,0.450821782,0.444590195,0.464440145,0.440661832,0.479752476,0.471420169,0.451742714,0.47847454,0.439815079,0.478782104,0.460094931,0.443601848,0.472621103
85,0.168556693,0.2321,0.2241,0.359452904,0.253,0.478197636,0.504754303,1.0,1.0,0.876853211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.60926672,1.0,1.0,1.0,0.968580139,0.989608331,0.961,0.224609879,0.226512542,0.229726731,0.224205505,0.224216878,0.225807545,0.225467518,0.225267574,0.229118771,0.229142165,0.184592181,0.225674894,0.225593163,0.224140301,0.225953659,0.22907175,0.318529891,0.386515672,0.266957007,0.26920922,0.255072275,0.324144255,0.3291621,0.398137872,0.323709213,0.374157555,0.266119594,0.259863153,0.304905638,0.253472261,0.343626521,0.341435073,0.343540421,0.499376029,0.483171155,0.499183941,0.487167443,0.48334179,0.487261514,0.49919005,0.49229502,0.50057427,0.491589861,0.482762516,0.49919632,0.490265105,0.499527955,0.497930063,0.487883193,0.492884783
86,0.174925393,0.2391,0.2313,0.366737233,0.2598,0.491464067,0.519226032,1.0,1.0,0.879706681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.636316403,1.0,1.0,1.0,0.98946979,1.0,0.9806,0.231737039,0.233589082,0.236786063,0.231390433,0.231400181,0.232893743,0.23263333,0.232361169,0.23615961,0.236216111,0.191169382,0.232835521,0.232682297,0.231339293,0.233037855,0.236147456,0.325495158,0.393729239,0.273792206,0.276082967,0.261877501,0.33126794,0.336308614,0.405321048,0.330830919,0.381263115,0.272952681,0.266694378,0.311941793,0.260274409,0.350655082,0.348458107,0.350568765,0.521381183,0.496663313,0.521458156,0.500840977,0.504268923,0.514025921,0.521455708,0.524218646,0.514856284,0.50546411,0.50282699,0.513415795,0.521502475,0.513762482,0.521960603,0.515573407,0.506817803
87,0.183088725,0.2461,0.2384,0.371732492,0.266,0.505163895,0.533886814,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.672381969,1.0,1.0,1.0,1.0,1.0,0.9963,0.23847284,0.24028292,0.243815729,0.238415072,0.238416697,0.239548951,0.239716236,0.238986789,0.242996255,0.243253084,0.198886993,0.239915835,0.239325758,0.23843879,0.239701069,0.243185309,0.331438239,0.399125486,0.279937486,0.282099525,0.268069377,0.336662791,0.341646678,0.410889501,0.336230694,0.3869881,0.279101244,0.272816707,0.317554371,0.266469065,0.356499768,0.354311385,0.356413788,0.545906348,0.510543109,0.546335634,0.514865378,0.527760839,0.544979177,0.546321979,0.561731209,0.529365812,0.519648537,0.525216236,0.527875461,0.558173176,0.528234148,0.549137839,0.547710051,0.521049086
88,0.183412247,0.2496,0.2419,0.376414403,0.2688,0.523635163,0.552694573,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69588919,1.0,1.0,1.0,1.0,1.0,1.0,0.24182716,0.243629839,0.247315729,0.241884928,0.241883303,0.242876555,0.243216236,0.2422996,0.246414578,0.246753084,0.200059137,0.243415835,0.242647489,0.24193879,0.243032677,0.246685309,0.33836643,0.408619254,0.283616737,0.285186077,0.270999924,0.340720504,0.345793098,0.422449739,0.340280715,0.397420671,0.28272774,0.275738036,0.321271976,0.269277413,0.365008973,0.362682535,0.364917569,0.568949972,0.529077394,0.569530544,0.533450299,0.550407448,0.570807299,0.569512078,0.590351752,0.548120607,0.538289493,0.547392667,0.546612796,0.586439214,0.546975685,0.573320289,0.574042769,0.53970645
89,0.185847817,0.2531,0.2454,0.376884425,0.2724,0.529721036,0.559207765,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.705362887,1.0,1.0,1.0,1.0,1.0,1.0,0.245035801,0.246823677,0.250815729,0.245324639,0.245316516,0.246031763,0.246716236,0.24542522,0.249751223,0.250253084,0.202684142,0.246915835,0.24579095,0.24543879,0.246195891,0.250185309,0.341875479,0.410972348,0.287197365,0.288309486,0.274597048,0.342228687,0.347153744,0.425611524,0.34180169,0.400852512,0.286309531,0.279136242,0.323345823,0.272863528,0.36848319,0.366159793,0.368391905,0.577484739,0.535243295,0.578137513,0.539680504,0.558589263,0.580586172,0.578116751,0.601548115,0.554566539,0.544590858,0.555338462,0.553036557,0.597441875,0.553404782,0.582398563,0.58407494,0.546028652
90,0.189618169,0.2567,0.249,0.377950623,0.2761,0.53674492,0.566532058,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.718155226,1.0,1.0,1.0,1.0,1.0,1.0,0.248708641,0.250500218,0.254415729,0.248939711,0.248933213,0.249717961,0.250316236,0.249118815,0.253392061,0.253853084,0.206434436,0.250515835,0.249480085,0.24903879,0.249880087,0.253785309,0.34549607,0.413618911,0.290880452,0.291608446,0.278294537,0.344168473,0.348969382,0.42893678,0.34375224,0.404405694,0.289993633,0.282666438,0.3257616,0.276551843,0.372073369,0.369752628,0.371982189,0.588059865,0.542323439,0.588828745,0.546805854,0.568833855,0.593284867,0.58880429,0.616403273,0.561843547,0.551766235,0.565220375,0.560297977,0.612021091,0.560669954,0.593847687,0.597162863,0.553218676
91,0.193109764,0.2603,0.2522,0.379409523,0.2797,0.544369048,0.574496692,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.730919079,1.0,1.0,1.0,1.0,1.0,1.0,0.25212716,0.254023677,0.257897065,0.252184928,0.252183303,0.253231763,0.253584612,0.25262522,0.256951223,0.257305192,0.209928427,0.25379458,0.25299095,0.252240805,0.253395891,0.257233896,0.348937766,0.416225738,0.294446735,0.294882428,0.28188953,0.346337541,0.351037524,0.432036589,0.345930057,0.407713007,0.293561939,0.286128398,0.328317616,0.280142345,0.375454438,0.373138991,0.375363465,0.597014799,0.550011337,0.597819048,0.554544992,0.577535491,0.602807539,0.597793467,0.626662029,0.569754586,0.559562076,0.573800675,0.568191348,0.622172902,0.568567577,0.603068865,0.606815753,0.561031121
92,0.194515761,0.2638,0.2551,0.381377106,0.2832,0.545109689,0.577966736,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.732929391,1.0,1.0,1.0,1.0,1.0,1.0,0.255609879,0.257676758,0.26121907,0.255205505,0.255216878,0.256904159,0.256587175,0.25631241,0.2605329,0.260583354,0.211988466,0.256812697,0.256669219,0.255143827,0.257064284,0.260506778,0.35202006,0.418570722,0.29785777,0.298149092,0.285376321,0.348813401,0.353441151,0.434543648,0.34841218,0.410440715,0.296978311,0.289529602,0.331070421,0.283635546,0.378376759,0.376075281,0.378286335,0.600041588,0.55126314,0.600830005,0.556207519,0.578909404,0.60466399,0.600804929,0.629105231,0.57279502,0.561679124,0.575103277,0.571090161,0.624399112,0.571500474,0.605976483,0.608748737,0.563281257
93,0.201675972,0.2665,0.2579,0.395715839,0.2869,0.550896458,0.593353239,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.743678863,1.0,1.0,1.0,1.0,1.0,1.0,0.259138277,0.261218704,0.263948736,0.258156227,0.258183846,0.260552337,0.259370081,0.260041953,0.263682126,0.263320327,0.218190649,0.259593011,0.260349702,0.257943324,0.260690445,0.263244631,0.35812822,0.429571818,0.302070676,0.303469016,0.289152475,0.359623444,0.36475267,0.444111385,0.359178745,0.418593137,0.301160443,0.293915494,0.339957788,0.287382743,0.385407195,0.383025184,0.385313608,0.615270601,0.558847741,0.616053394,0.565236704,0.588261872,0.616733438,0.616028496,0.644126893,0.58667052,0.57230693,0.584054218,0.584467558,0.638550515,0.584997751,0.621163155,0.621249104,0.574377152
94,0.206667161,0.2694,0.2612,0.399248128,0.2902,0.552841658,0.597128207,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.748786032,1.0,1.0,1.0,1.0,1.0,1.0,0.262438277,0.264424866,0.266967399,0.261456227,0.261483846,0.263797129,0.262601706,0.263316333,0.266745481,0.266368219,0.222699665,0.262814266,0.263606241,0.261241309,0.26392723,0.266296043,0.36112393,0.432510487,0.305305866,0.306804386,0.292442853,0.363078686,0.368218862,0.446795122,0.362633039,0.421330539,0.304399522,0.29723047,0.34337105,0.290683774,0.388286369,0.385914533,0.388193181,0.619644977,0.56113562,0.620449178,0.567799929,0.591487795,0.62093524,0.6204236,0.649290447,0.590157482,0.575174861,0.58713592,0.587859579,0.643500111,0.588412622,0.625698684,0.625605684,0.577334305
95,0.211603413,0.2728,0.2641,0.399075176,0.2937,0.555000505,0.600110371,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.756279937,1.0,1.0,1.0,1.0,1.0,1.0,0.265338277,0.267442164,0.27021907,0.264356227,0.264383846,0.266766139,0.265587175,0.266248359,0.269941288,0.269583354,0.227055362,0.265812697,0.266560567,0.264143827,0.266906248,0.269506778,0.363967346,0.433744925,0.308666023,0.309745118,0.295922089,0.364123991,0.369091035,0.448633969,0.363693354,0.423616587,0.307768069,0.30049367,0.345080146,0.294167479,0.390878326,0.388528448,0.390786001,0.625052357,0.563448657,0.625943176,0.570236861,0.596281337,0.627736359,0.625914843,0.657890855,0.593010056,0.577748898,0.591632774,0.590669433,0.651839586,0.591232757,0.631758091,0.632725209,0.579948487
96,0.218348539,0.2762,0.2676,0.400180034,0.2972,0.558510412,0.604226856,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.766455616,1.0,1.0,1.0,1.0,1.0,1.0,0.269129636,0.271224866,0.273648736,0.267916515,0.267950633,0.270597129,0.269070081,0.270116333,0.273545481,0.273020327,0.232989316,0.269293011,0.270406241,0.267643324,0.27072723,0.272944631,0.367495965,0.436434079,0.312172118,0.312880418,0.299422994,0.366023278,0.370877423,0.452003504,0.365602428,0.427169502,0.311273799,0.303839252,0.347412293,0.297656854,0.394417907,0.392067071,0.394325544,0.633112118,0.567072164,0.634143775,0.573951646,0.603791728,0.638295023,0.634110961,0.671142316,0.597031064,0.581564695,0.598692677,0.594658968,0.66473407,0.595229867,0.640878015,0.643767338,0.583793861
97,0.223728361,0.28,0.2711,0.39990738,0.301,0.560319286,0.606221063,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.775754326,1.0,1.0,1.0,1.0,1.0,1.0,0.272848156,0.275024866,0.277359738,0.271461732,0.271500723,0.274397129,0.272621363,0.273916333,0.277345481,0.276709408,0.237918717,0.272852069,0.274206241,0.271144835,0.27452723,0.276631071,0.369538889,0.436220394,0.315597884,0.316060289,0.30316743,0.367101455,0.371763628,0.451815144,0.36669725,0.42772086,0.314722018,0.307376683,0.349226497,0.301438786,0.395787904,0.393495829,0.39569785,0.63979442,0.568915747,0.640993515,0.575823118,0.610149291,0.64811858,0.640955376,0.683996939,0.598996101,0.58346703,0.604538021,0.596614388,0.677213535,0.597187601,0.648820726,0.654140611,0.585705233
98,0.228916919,0.2836,0.2738,0.401140426,0.304,0.567687039,0.614143009,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.782023325,1.0,1.0,1.0,1.0,1.0,1.0,0.276203714,0.278624866,0.280692745,0.274297381,0.274350995,0.277997129,0.275475209,0.277516333,0.280945481,0.279976652,0.242654362,0.275729245,0.277806241,0.273849369,0.27812723,0.279890393,0.371500398,0.437076039,0.318376699,0.318791241,0.306134589,0.36892057,0.373499455,0.452508713,0.368523586,0.428800805,0.317514105,0.310262765,0.351364944,0.304430947,0.397351693,0.395094347,0.397263003,0.646831052,0.576387288,0.647998527,0.583378055,0.616886134,0.654374686,0.647961394,0.689867972,0.606830815,0.591114256,0.61134591,0.604420347,0.683101263,0.605000481,0.655619339,0.660320471,0.593379482
99,0.228815183,0.2873,0.277,0.402100818,0.3071,0.57090598,0.617545969,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79147464,1.0,1.0,1.0,1.0,1.0,1.0,0.279767913,0.282324866,0.284244416,0.277572742,0.277634479,0.281697129,0.278760679,0.281216333,0.284645481,0.283491787,0.243636536,0.279027676,0.281506241,0.277051888,0.28182723,0.283401128,0.373351635,0.437592199,0.321210729,0.32156545,0.309195099,0.370590634,0.375068665,0.452834096,0.370202394,0.42959198,0.320364092,0.313224822,0.353421687,0.307521455,0.398724678,0.396509093,0.398637629,0.649318122,0.579640692,0.650452885,0.586659151,0.61930167,0.656178046,0.650416792,0.691149185,0.610204811,0.594425996,0.613851916,0.607784794,0.684435528,0.608367226,0.657860169,0.662026738,0.596700194
100,0.229598553,0.2906,0.2804,0.403409148,0.3107,0.576932846,0.623754237,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.805284343,1.0,1.0,1.0,1.0,1.0,1.0,0.283386433,0.285931028,0.287574082,0.281017958,0.281084569,0.285341922,0.282143585,0.284890712,0.288108836,0.28682876,0.245251465,0.282407989,0.28516278,0.280451384,0.285464016,0.286738981,0.37544717,0.43818111,0.324490297,0.324816505,0.312747523,0.372659073,0.377029082,0.453114049,0.372280198,0.43041039,0.323662887,0.316677075,0.355904286,0.311111289,0.400244034,0.398078761,0.400158962,0.653668814,0.585701531,0.654737233,0.592747287,0.623624846,0.65920305,0.65470325,0.693054201,0.616384526,0.600544341,0.618366941,0.613955097,0.686465773,0.614539794,0.661711445,0.664845848,0.602827385
101,0.231535615,0.2937,0.2838,0.405224126,0.3143,0.586982371,0.633981413,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.819887591,1.0,1.0,1.0,1.0,1.0,1.0,0.287004952,0.289490271,0.29076308,0.284463175,0.28453466,0.28895911,0.285492303,0.288552282,0.291453869,0.290039679,0.247691157,0.285748931,0.288797588,0.283849873,0.289069195,0.28995254,0.377655858,0.439115487,0.327793966,0.328144706,0.316303525,0.375066113,0.379351982,0.453670248,0.374694533,0.431438008,0.326984336,0.320161993,0.358633922,0.31470337,0.401919878,0.399801133,0.401836634,0.660627051,0.595784327,0.661578718,0.602856816,0.630621432,0.663873369,0.661548449,0.695708571,0.62658374,0.610683453,0.625707313,0.624145093,0.68935353,0.624732009,0.667790818,0.669147215,0.61297516
102,0.23487664,0.2969,0.2868,0.406880395,0.3182,0.599369799,0.646544313,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.834136796,1.0,1.0,1.0,1.0,1.0,1.0,0.290660511,0.293226055,0.293903748,0.287598824,0.287684931,0.292762496,0.288526491,0.292407446,0.29493974,0.293165733,0.25119155,0.288788303,0.292621532,0.28685088,0.29285857,0.293076834,0.379892046,0.439788942,0.331339596,0.331703061,0.320150909,0.37746659,0.381646697,0.45392163,0.37710418,0.432261802,0.330551227,0.323917337,0.361439896,0.318593416,0.403518859,0.401455755,0.403437801,0.669026163,0.608204617,0.669829118,0.615303512,0.639100532,0.669374415,0.669803578,0.69862566,0.63911902,0.62315937,0.634626523,0.636671269,0.692572564,0.637260376,0.675070482,0.674175934,0.625459632
103,0.23213586,0.3,0.2902,0.41025601,0.322,0.612963822,0.660686723,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.861080674,1.0,1.0,1.0,1.0,1.0,1.0,0.29427903,0.296785298,0.297092745,0.29104404,0.291135021,0.296379684,0.291875209,0.296069015,0.298284773,0.296376652,0.250287097,0.292129245,0.29625634,0.290249369,0.296463749,0.296290393,0.38277733,0.442103117,0.334944774,0.335438441,0.323921983,0.380982967,0.385143069,0.455779967,0.38062229,0.434370592,0.334168094,0.327689976,0.365032969,0.322391533,0.406053824,0.404021311,0.405973968,0.694303777,0.621901342,0.695504432,0.629082758,0.66354052,0.702078773,0.695466244,0.738563828,0.653175114,0.637029938,0.657845166,0.650698908,0.731609711,0.651294863,0.703341831,0.708191043,0.63935694
104,0.231252788,0.3041,0.2943,0.41175357,0.3262,0.616591743,0.664498282,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.874231125,1.0,1.0,1.0,1.0,1.0,1.0,0.29859755,0.30111492,0.301192745,0.295189257,0.295285112,0.300738278,0.295975209,0.3004498,0.302507289,0.300476652,0.250910277,0.296229245,0.300623744,0.294349369,0.300816338,0.300390393,0.385523263,0.443219346,0.338835077,0.33922695,0.328076001,0.383376881,0.387409599,0.456732432,0.383027249,0.435882183,0.338076979,0.331715746,0.36791528,0.326579544,0.40824288,0.406258993,0.408164934,0.696630488,0.625563655,0.697778111,0.632772705,0.665821557,0.703333515,0.697741609,0.738935596,0.656957769,0.640750466,0.660277873,0.654472034,0.732078028,0.655070283,0.705269336,0.709283012,0.643086422
105,0.231883554,0.308,0.2979,0.411505334,0.3303,0.623583071,0.671670112,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.888877102,1.0,1.0,1.0,1.0,1.0,1.0,0.302634589,0.305244541,0.305003748,0.29887969,0.298985293,0.304896872,0.299626491,0.304630584,0.306529805,0.304265733,0.252558665,0.299888303,0.304791149,0.29795088,0.304968928,0.304176834,0.388167532,0.443647285,0.342625025,0.342664859,0.332129966,0.384570882,0.388398638,0.457450757,0.384239019,0.437290697,0.34188553,0.33553541,0.369895112,0.330660254,0.410329634,0.408394429,0.410253601,0.700871217,0.632588787,0.701914154,0.639825,0.670083671,0.705516033,0.701880982,0.739317251,0.664101188,0.647832819,0.664847319,0.661606088,0.732667001,0.66220659,0.708722029,0.7111357,0.650177577
106,0.232959925,0.3119,0.3016,0.411537889,0.3338,0.633095427,0.681360621,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.901655199,1.0,1.0,1.0,1.0,1.0,1.0,0.306625948,0.309297622,0.308844416,0.302639978,0.30275208,0.308969268,0.303360679,0.308717774,0.310511483,0.308091787,0.254497101,0.303627676,0.308869418,0.301651888,0.309037321,0.308001128,0.39046045,0.444151591,0.345867932,0.345636883,0.335591794,0.385753531,0.389417843,0.458157658,0.385435839,0.438558935,0.345143863,0.33881186,0.371704412,0.334144871,0.412160263,0.410265426,0.412085816,0.706765537,0.642134508,0.70767289,0.649397529,0.67603978,0.708762365,0.707644031,0.740213527,0.673763655,0.657435016,0.671203891,0.671259311,0.733836896,0.671862039,0.713595731,0.713952254,0.65978846
107,0.233975255,0.3155,0.3051,0.411790196,0.3371,0.63900021,0.687446919,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.907144897,1.0,1.0,1.0,1.0,1.0,1.0,0.310271627,0.312974163,0.31241475,0.306170123,0.306285474,0.312655466,0.306877773,0.312411369,0.314152321,0.311654814,0.256277855,0.307147362,0.312558553,0.305152391,0.312721517,0.311563274,0.391906145,0.44366089,0.34877299,0.348472821,0.338833154,0.387016706,0.39053736,0.45734787,0.386711469,0.43843053,0.348072616,0.341915371,0.37351838,0.337431351,0.412895797,0.411062972,0.412823786,0.710333548,0.648073284,0.711150959,0.655363621,0.679609963,0.710553637,0.71112496,0.740465973,0.679821383,0.663431334,0.675036969,0.67730762,0.734265032,0.677912614,0.716486693,0.715461387,0.66579363
108,0.234143425,0.3184,0.3086,0.411921741,0.3406,0.640029071,0.689397218,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.909254198,1.0,1.0,1.0,1.0,1.0,1.0,0.313990147,0.316563027,0.315492745,0.309715339,0.309835564,0.316331248,0.310275209,0.316153723,0.31741987,0.314776652,0.257481494,0.310529245,0.316260766,0.308649369,0.316379285,0.314690393,0.393159718,0.442683821,0.35179453,0.351459918,0.342262115,0.388265511,0.391627387,0.455894703,0.38797404,0.437777133,0.351122864,0.345198202,0.375375946,0.340916407,0.413289033,0.411531333,0.413219974,0.710210418,0.649274711,0.710953775,0.656703707,0.679015473,0.708722193,0.710930132,0.737612978,0.681626646,0.664924866,0.674625282,0.679065073,0.731485739,0.679681574,0.715806115,0.713433758,0.667332091
109,0.232987648,0.322,0.3121,0.411583925,0.3441,0.639618005,0.689385657,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.909490176,1.0,1.0,1.0,1.0,1.0,1.0,0.317344467,0.319933406,0.31906308,0.313185195,0.31330217,0.319672654,0.313792303,0.319472938,0.320897354,0.318339679,0.2575961,0.314048931,0.319593362,0.312149873,0.319726696,0.31825254,0.394887747,0.442231999,0.354917124,0.354375547,0.345706079,0.389200635,0.392381608,0.45539392,0.388924848,0.438000953,0.354268102,0.348450774,0.377004656,0.344399381,0.414338433,0.41263999,0.414271702,0.709707818,0.648938465,0.710433638,0.656427579,0.678290134,0.707757385,0.710410552,0.736463878,0.681552204,0.664715266,0.673935332,0.678969902,0.730337432,0.679591391,0.715171498,0.71243097,0.667141972
110,0.231828667,0.3221,0.3122,0.411218488,0.3443,0.639637131,0.689749182,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.911071974,1.0,1.0,1.0,1.0,1.0,1.0,0.317444467,0.320033406,0.31916308,0.313285195,0.31340217,0.319772654,0.313892303,0.319572938,0.320997354,0.318439679,0.256796066,0.314148931,0.319693362,0.312249873,0.319826696,0.31835254,0.394757364,0.441748624,0.355046756,0.354489449,0.345895631,0.389022744,0.392177064,0.454859896,0.388749268,0.437590112,0.354401957,0.348614319,0.376928953,0.344596873,0.41408152,0.412394127,0.414015224,0.709627386,0.64902209,0.710337349,0.656563029,0.678018617,0.707264404,0.710314768,0.735798934,0.681861519,0.664908068,0.673696544,0.679261348,0.729674749,0.679887138,0.714971706,0.711902864,0.667351567
111,0.233960351,0.3289,0.3188,0.410639913,0.3509,0.639754433,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.927108993,1.0,1.0,1.0,1.0,1.0,1.0,0.324700026,0.32736919,0.325903748,0.320020844,0.320152442,0.32717604,0.320526491,0.327028102,0.328083225,0.325165733,0.260458306,0.320788303,0.327117305,0.31885088,0.327216071,0.325076834,0.399277483,0.442758277,0.361203769,0.359996392,0.352429858,0.390825182,0.393641128,0.456551619,0.390581043,0.440344641,0.360585548,0.354751507,0.380028734,0.351165026,0.417805086,0.416187248,0.417741522,0.713261814,0.649606511,0.71400831,0.657522787,0.680078268,0.71080408,0.713984567,0.740780095,0.684080463,0.666283185,0.675537471,0.681350872,0.734348532,0.68200781,0.718881141,0.715677276,0.668848304
112,0.249857177,0.3357,0.3252,0.413315072,0.358,0.643308596,0.692360719,1.0,1.0,0.882839427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.943372071,1.0,1.0,1.0,1.0,1.0,1.0,0.331318545,0.334092649,0.332585084,0.326466061,0.326602532,0.333889842,0.326994867,0.333734508,0.334842386,0.331817841,0.273733033,0.327267048,0.33382817,0.325252895,0.333931874,0.331725421,0.409928636,0.453464993,0.369060118,0.366422637,0.359642158,0.394967987,0.39757536,0.470707514,0.394741931,0.454010331,0.368396517,0.361566232,0.384971215,0.358245396,0.429816259,0.428079663,0.429748029,0.719631539,0.652495051,0.720605535,0.659876491,0.688339438,0.722651879,0.720574556,0.755536171,0.68463989,0.668045023,0.683268593,0.682094714,0.748944678,0.682707269,0.726963389,0.728093923,0.670436839
